sample_index,attack,attack_key,true_label,clean_pred,adv_pred,clean_conf,adv_conf,confidence_drop,margin_drop,linf_255,l2,attack_success
44,FGSM,fgsm,airplane,airplane,ship,0.9999977350234985,0.3468843698501587,0.6531133651733398,12.952690124511719,8.00000712275505,1.7154611349105835,True
46,FGSM,fgsm,cat,cat,frog,0.9948713779449463,0.999972939491272,-0.005101561546325684,8.152519226074219,8.00000712275505,1.738250494003296,True
48,FGSM,fgsm,horse,horse,deer,0.9999998807907104,0.9998217225074768,0.00017815828323364258,31.55040168762207,8.00000712275505,1.7387768030166626,True
49,FGSM,fgsm,frog,frog,bird,0.9926043748855591,0.4262157082557678,0.5663886666297913,6.733780384063721,8.00000712275505,1.7388432025909424,True
50,FGSM,fgsm,truck,truck,frog,0.9999994039535522,0.5117067098617554,0.4882926940917969,21.731698989868164,8.00000712275505,1.7220196723937988,True
51,FGSM,fgsm,ship,ship,frog,0.9999988079071045,0.9984229803085327,0.0015758275985717773,19.86837387084961,8.00000712275505,1.7384982109069824,True
52,FGSM,fgsm,airplane,airplane,horse,0.5708130598068237,0.6111177206039429,-0.04030466079711914,7.026345252990723,8.00000712275505,1.7388432025909424,True
53,FGSM,fgsm,cat,cat,dog,0.9714118838310242,0.9999589920043945,-0.02854710817337036,6.003461837768555,8.00000712275505,1.724594235420227,True
54,FGSM,fgsm,ship,ship,airplane,0.999994158744812,0.5081502795219421,0.4918438792228699,13.269930839538574,8.00000712275505,1.7286291122436523,True
55,FGSM,fgsm,ship,ship,bird,0.9999998807907104,0.9099494218826294,0.09005045890808105,22.412250518798828,8.00000712275505,1.738776683807373,True
56,FGSM,fgsm,horse,horse,cat,0.9988850951194763,0.9908047914505005,0.00808030366897583,13.380199432373047,8.00000712275505,1.7238093614578247,True
60,FGSM,fgsm,horse,horse,bird,0.9999990463256836,0.4510430097579956,0.548956036567688,24.036922454833984,8.00000712275505,1.738458275794983,True
61,FGSM,fgsm,cat,cat,dog,0.7017679810523987,0.9999973773956299,-0.2982293963432312,4.321774482727051,8.00000712275505,1.7379673719406128,True
62,FGSM,fgsm,frog,frog,deer,0.9997630715370178,0.2909138798713684,0.7088491916656494,12.07318115234375,8.00000712275505,1.6559888124465942,True
63,FGSM,fgsm,cat,cat,dog,0.9893640279769897,0.7279331088066101,0.26143091917037964,7.49696159362793,8.00000712275505,1.7029589414596558,True
64,FGSM,fgsm,frog,frog,bird,0.9998853206634521,0.9993792772293091,0.0005060434341430664,15.175108909606934,8.00000712275505,1.738440752029419,True
65,FGSM,fgsm,bird,bird,frog,0.9998016953468323,0.5018889904022217,0.4979127049446106,10.711336135864258,8.00000712275505,1.7384716272354126,True
67,FGSM,fgsm,bird,bird,frog,0.999970555305481,0.9999799728393555,-9.417533874511719e-06,12.571403503417969,8.00000712275505,1.669796347618103,True
69,FGSM,fgsm,horse,horse,deer,0.9985835552215576,0.4961850047111511,0.5023985505104065,14.172079086303711,8.00000712275505,1.6860008239746094,True
70,FGSM,fgsm,bird,bird,cat,0.9460985064506531,0.4868850111961365,0.4592134952545166,1.6686785221099854,8.00000712275505,1.7388430833816528,True
71,FGSM,fgsm,frog,frog,cat,0.9999995231628418,0.9996969699859619,0.0003025531768798828,19.314367294311523,8.00000712275505,1.7388432025909424,True
72,FGSM,fgsm,ship,ship,bird,0.9999985694885254,0.6411926746368408,0.35880589485168457,17.342313766479492,8.00000712275505,1.7388430833816528,True
73,FGSM,fgsm,ship,ship,bird,0.9999985694885254,0.47465482354164124,0.5253437459468842,16.116497039794922,8.00000712275505,1.7388430833816528,True
74,FGSM,fgsm,airplane,airplane,truck,0.7581760287284851,0.9546417593955994,-0.19646573066711426,8.83877944946289,8.00000712275505,1.738113284111023,True
75,FGSM,fgsm,bird,bird,dog,1.0,0.9693912863731384,0.030608713626861572,15.534202575683594,8.00000712275505,1.7372150421142578,True
76,FGSM,fgsm,truck,truck,bird,0.9999016523361206,0.9322625994682312,0.0676390528678894,18.391010284423828,8.00000712275505,1.7388430833816528,True
77,FGSM,fgsm,cat,cat,dog,0.9997979998588562,0.5649630427360535,0.43483495712280273,12.43799114227295,8.00000712275505,1.7388430833816528,True
78,FGSM,fgsm,cat,cat,dog,0.7231461405754089,0.9999629259109497,-0.27681678533554077,4.722005367279053,8.00000712275505,1.7176964282989502,True
79,FGSM,fgsm,ship,ship,bird,0.9999986886978149,0.5999231934547424,0.4000754952430725,16.285320281982422,8.00000712275505,1.5427273511886597,True
81,FGSM,fgsm,automobile,automobile,truck,0.9987309575080872,0.9985606074333191,0.0001703500747680664,8.172290802001953,8.00000712275505,1.6678566932678223,True
82,FGSM,fgsm,automobile,automobile,cat,0.9999998807907104,0.9716389775276184,0.02836090326309204,26.723236083984375,8.00000712275505,1.7383521795272827,True
83,FGSM,fgsm,horse,horse,cat,0.9995291233062744,0.9801502227783203,0.0193789005279541,14.02120590209961,8.00000712275505,1.7386441230773926,True
84,FGSM,fgsm,bird,bird,cat,0.9999257326126099,0.992239236831665,0.007686495780944824,8.977964401245117,8.00000712275505,1.728553295135498,True
85,FGSM,fgsm,dog,dog,truck,0.8165596723556519,0.9941502213478088,-0.17759054899215698,8.064226150512695,8.00000712275505,1.7361657619476318,True
86,FGSM,fgsm,bird,bird,horse,0.4849996864795685,0.8344229459762573,-0.34942325949668884,4.767349720001221,8.00000712275505,1.7360683679580688,True
87,FGSM,fgsm,horse,horse,cat,0.7873499989509583,0.9999967813491821,-0.21264678239822388,8.702460289001465,8.00000712275505,1.720818042755127,True
88,FGSM,fgsm,ship,ship,airplane,0.9999997615814209,0.33501383662223816,0.6649859249591827,20.81748390197754,8.00000712275505,1.7354967594146729,True
89,FGSM,fgsm,truck,truck,automobile,0.9999974966049194,0.9999995231628418,-2.0265579223632812e-06,18.813852310180664,8.00000712275505,1.738630771636963,True
90,FGSM,fgsm,airplane,airplane,ship,0.9999997615814209,0.8635122776031494,0.13648748397827148,17.698335647583008,8.00000712275505,1.735355019569397,True
91,FGSM,fgsm,cat,cat,frog,0.9092074632644653,0.884677529335022,0.02452993392944336,6.595322132110596,8.00000712275505,1.7388430833816528,True
92,FGSM,fgsm,ship,ship,truck,0.9999920129776001,0.4445653557777405,0.5554266571998596,13.28797435760498,8.00000712275505,1.7171320915222168,True
93,FGSM,fgsm,frog,frog,cat,0.9999998807907104,0.9611536860466003,0.03884619474411011,19.120121002197266,8.00000712275505,1.7357006072998047,True
94,FGSM,fgsm,deer,deer,bird,0.9999586343765259,0.4573519229888916,0.5426067113876343,13.41883659362793,8.00000712275505,1.7388430833816528,True
95,FGSM,fgsm,frog,frog,cat,0.9877471923828125,0.9999911785125732,-0.012243986129760742,11.658533096313477,8.00000712275505,1.736351728439331,True
96,FGSM,fgsm,frog,frog,deer,0.9998579025268555,0.9999997615814209,-0.0001418590545654297,15.99898910522461,8.00000712275505,1.7370424270629883,True
97,FGSM,fgsm,airplane,airplane,bird,0.9493052363395691,0.5478762984275818,0.4014289379119873,6.749489784240723,8.00000712275505,1.7388430833816528,True
98,FGSM,fgsm,airplane,airplane,bird,0.9916244149208069,0.9996106028556824,-0.007986187934875488,9.651206970214844,8.00000712275505,1.4302170276641846,True
99,FGSM,fgsm,horse,horse,bird,0.9999419450759888,0.6961780190467834,0.3037639260292053,14.690265655517578,8.00000712275505,1.719253420829773,True
100,FGSM,fgsm,deer,deer,horse,0.9945313930511475,0.8998982906341553,0.09463310241699219,10.252195358276367,8.00000712275505,1.7388432025909424,True
101,FGSM,fgsm,dog,dog,deer,0.9903168678283691,0.77084881067276,0.21946805715560913,9.695085525512695,8.00000712275505,1.7388430833816528,True
102,FGSM,fgsm,frog,frog,cat,0.9999982118606567,0.781660258769989,0.21833795309066772,15.043384552001953,8.00000712275505,1.6493216753005981,True
103,FGSM,fgsm,cat,cat,frog,0.9998786449432373,0.9999532699584961,-7.462501525878906e-05,11.958828926086426,8.00000712275505,1.6958551406860352,True
104,FGSM,fgsm,automobile,automobile,truck,0.9999990463256836,0.7746091485023499,0.22538989782333374,22.8765926361084,8.00000712275505,1.7367192506790161,True
106,FGSM,fgsm,cat,cat,frog,0.9732251167297363,0.9322234392166138,0.04100167751312256,7.143910884857178,8.00000712275505,1.729949712753296,True
108,FGSM,fgsm,ship,ship,bird,0.999982476234436,0.44140467047691345,0.5585778057575226,14.137967109680176,8.00000712275505,1.7228678464889526,True
109,FGSM,fgsm,horse,horse,dog,0.9999845027923584,0.990982711315155,0.00900179147720337,14.49468994140625,8.00000712275505,1.728224277496338,True
110,FGSM,fgsm,deer,deer,frog,0.9994426369667053,0.48474398255348206,0.5146986544132233,10.797584533691406,8.00000712275505,1.7354613542556763,True
111,FGSM,fgsm,airplane,airplane,bird,0.9992793202400208,0.6326720118522644,0.36660730838775635,10.2791166305542,8.00000712275505,1.6971876621246338,True
112,FGSM,fgsm,frog,frog,bird,0.9987730383872986,0.5782153010368347,0.42055773735046387,6.759225845336914,8.00000712275505,1.7375601530075073,True
113,FGSM,fgsm,bird,bird,frog,1.0,0.9999703168869019,2.968311309814453e-05,17.099287033081055,8.00000712275505,1.738776683807373,True
114,FGSM,fgsm,automobile,automobile,truck,0.9999630451202393,0.9999868869781494,-2.384185791015625e-05,17.679550170898438,8.00000712275505,1.7388430833816528,True
115,FGSM,fgsm,cat,cat,dog,0.9999278783798218,0.875872790813446,0.12405508756637573,12.85596752166748,8.00000712275505,1.7388430833816528,True
116,FGSM,fgsm,airplane,airplane,bird,0.9955593347549438,0.9988808035850525,-0.0033214688301086426,9.740209579467773,8.00000712275505,1.7383655309677124,True
117,FGSM,fgsm,deer,deer,cat,0.9999418258666992,0.6066867709159851,0.3932550549507141,12.662370681762695,8.00000712275505,1.7091337442398071,True
119,FGSM,fgsm,horse,horse,dog,0.9996756315231323,0.7351794838905334,0.2644961476325989,13.02334213256836,8.00000712275505,1.737011432647705,True
120,FGSM,fgsm,ship,ship,frog,0.9999998807907104,0.6447661519050598,0.35523372888565063,22.17873191833496,8.00000712275505,1.7371309995651245,True
122,FGSM,fgsm,automobile,automobile,truck,1.0,0.9765095710754395,0.023490428924560547,3.287403106689453,8.00000712275505,1.7388432025909424,True
123,FGSM,fgsm,bird,bird,cat,1.0,0.5656517148017883,0.43434828519821167,10.464974403381348,8.00000712275505,1.7388430833816528,True
124,FGSM,fgsm,ship,ship,bird,0.9995680451393127,0.3584464192390442,0.6411216259002686,12.96184253692627,8.00000712275505,1.7353240251541138,True
126,FGSM,fgsm,ship,ship,bird,0.9999289512634277,0.7030699849128723,0.2968589663505554,13.502917289733887,8.00000712275505,1.7388430833816528,True
127,FGSM,fgsm,cat,cat,deer,0.9980794191360474,0.8962166905403137,0.10186272859573364,7.567795276641846,8.00000712275505,1.7156895399093628,True
0,PGD,pgd,cat,cat,ship,0.9999469518661499,1.0,-5.3048133850097656e-05,20.891393661499023,8.00000712275505,1.34043550491333,True
1,PGD,pgd,ship,ship,automobile,0.9999822378158569,1.0,-1.7762184143066406e-05,13.096636772155762,8.00000712275505,1.3687560558319092,True
2,PGD,pgd,ship,ship,automobile,0.996066153049469,1.0,-0.003933846950531006,10.127950668334961,8.00000712275505,1.3532824516296387,True
3,PGD,pgd,airplane,airplane,ship,0.9679275751113892,1.0,-0.03207242488861084,4.564011573791504,8.00000712275505,1.384543776512146,True
4,PGD,pgd,frog,frog,deer,0.9999991655349731,1.0,-8.344650268554688e-07,23.357505798339844,8.00000712275505,1.408928632736206,True
5,PGD,pgd,frog,frog,cat,0.999748170375824,1.0,-0.0002518296241760254,19.198318481445312,8.00000712275505,1.328152060508728,True
6,PGD,pgd,automobile,automobile,truck,0.9986860156059265,1.0,-0.0013139843940734863,9.971551895141602,8.00000712275505,1.4175282716751099,True
7,PGD,pgd,frog,frog,bird,0.9986018538475037,1.0,-0.0013981461524963379,11.57874870300293,8.00000712275505,1.3434005975723267,True
8,PGD,pgd,cat,cat,deer,0.999704897403717,1.0,-0.000295102596282959,17.020599365234375,8.00000712275505,1.3234095573425293,True
9,PGD,pgd,automobile,automobile,truck,0.9978797435760498,1.0,-0.0021202564239501953,6.37935733795166,8.00000712275505,1.406569004058838,True
10,PGD,pgd,airplane,airplane,dog,0.9994435906410217,1.0,-0.0005564093589782715,28.19094467163086,8.00000712275505,1.368872046470642,True
11,PGD,pgd,truck,truck,automobile,1.0,1.0,0.0,13.770313262939453,8.00000712275505,1.4269119501113892,True
12,PGD,pgd,dog,dog,cat,0.9307595491409302,1.0,-0.06924045085906982,3.0887556076049805,8.00000712275505,1.3848894834518433,True
13,PGD,pgd,horse,horse,dog,0.9999996423721313,1.0,-3.5762786865234375e-07,19.328977584838867,8.00000712275505,1.4137414693832397,True
14,PGD,pgd,truck,truck,ship,0.9999994039535522,1.0,-5.960464477539062e-07,21.885986328125,8.00000712275505,1.4266659021377563,True
16,PGD,pgd,dog,dog,horse,0.9663796424865723,1.0,-0.033620357513427734,6.899390697479248,8.00000712275505,1.3753366470336914,True
17,PGD,pgd,horse,horse,cat,0.999874472618103,1.0,-0.00012552738189697266,16.555587768554688,8.00000712275505,1.4151992797851562,True
18,PGD,pgd,ship,ship,airplane,0.9999867677688599,1.0,-1.3232231140136719e-05,22.531774520874023,8.00000712275505,1.328741192817688,True
19,PGD,pgd,frog,frog,bird,1.0,1.0,0.0,21.51824378967285,8.00000712275505,1.3724582195281982,True
20,PGD,pgd,horse,horse,cat,0.9339296221733093,1.0,-0.06607037782669067,11.158995628356934,8.00000712275505,1.4121230840682983,True
21,PGD,pgd,airplane,airplane,bird,0.9826235175132751,1.0,-0.017376482486724854,11.250317573547363,8.00000712275505,1.355336308479309,True
22,PGD,pgd,deer,deer,bird,0.9978293776512146,1.0,-0.0021706223487854004,11.500656127929688,8.00000712275505,1.2811530828475952,True
23,PGD,pgd,truck,truck,automobile,1.0,1.0,0.0,18.538188934326172,8.00000712275505,1.4290566444396973,True
24,PGD,pgd,dog,dog,deer,0.9466702342033386,1.0,-0.05332976579666138,9.689790725708008,8.00000712275505,1.3793110847473145,True
25,PGD,pgd,bird,bird,horse,0.724668562412262,1.0,-0.27533143758773804,6.196235179901123,8.00000712275505,1.3659439086914062,True
27,PGD,pgd,airplane,airplane,frog,0.9991135001182556,1.0,-0.0008864998817443848,19.937517166137695,8.00000712275505,1.3859468698501587,True
28,PGD,pgd,truck,truck,automobile,0.9999375343322754,1.0,-6.246566772460938e-05,4.292320251464844,8.00000712275505,1.4186322689056396,True
29,PGD,pgd,frog,frog,bird,0.9983463287353516,1.0,-0.0016536712646484375,14.304158210754395,8.00000712275505,1.3948774337768555,True
30,PGD,pgd,frog,frog,cat,0.9996803998947144,1.0,-0.00031960010528564453,21.34478187561035,8.00000712275505,1.3502496480941772,True
31,PGD,pgd,dog,dog,bird,0.9999970197677612,1.0,-2.9802322387695312e-06,20.72710418701172,8.00000712275505,1.3172290325164795,True
32,PGD,pgd,deer,deer,ship,0.9904965162277222,1.0,-0.009503483772277832,18.532207489013672,8.00000712275505,1.3202342987060547,True
33,PGD,pgd,dog,dog,bird,0.9988834261894226,1.0,-0.0011165738105773926,12.400139808654785,8.00000712275505,1.3437275886535645,True
34,PGD,pgd,truck,truck,automobile,1.0,1.0,0.0,12.545248031616211,8.00000712275505,1.3403334617614746,True
35,PGD,pgd,bird,bird,ship,0.9857126474380493,1.0,-0.014287352561950684,17.72016143798828,8.00000712275505,1.3753916025161743,True
36,PGD,pgd,deer,deer,horse,0.9570171236991882,1.0,-0.04298287630081177,11.784029006958008,8.00000712275505,1.3657453060150146,True
38,PGD,pgd,truck,truck,automobile,1.0,1.0,0.0,15.99147891998291,8.00000712275505,1.4178826808929443,True
39,PGD,pgd,dog,dog,cat,1.0,1.0,0.0,20.083229064941406,8.00000712275505,1.3708242177963257,True
40,PGD,pgd,deer,deer,bird,0.9999315738677979,1.0,-6.842613220214844e-05,18.024524688720703,8.00000712275505,1.3562531471252441,True
41,PGD,pgd,frog,frog,bird,0.9999858140945435,1.0,-1.4185905456542969e-05,13.040837287902832,8.00000712275505,1.3874924182891846,True
42,PGD,pgd,dog,dog,cat,0.9995494484901428,1.0,-0.00045055150985717773,5.372189521789551,8.00000712275505,1.3905197381973267,True
43,PGD,pgd,frog,frog,dog,0.9999991655349731,1.0,-8.344650268554688e-07,21.018959045410156,8.00000712275505,1.3200546503067017,True
44,PGD,pgd,airplane,airplane,automobile,0.9999977350234985,0.9999995231628418,-1.7881393432617188e-06,16.170703887939453,8.00000712275505,1.3585538864135742,True
45,PGD,pgd,truck,truck,automobile,1.0,1.0,0.0,19.069812774658203,8.00000712275505,1.3744977712631226,True
46,PGD,pgd,cat,cat,deer,0.9948713779449463,1.0,-0.005128622055053711,14.634483337402344,8.00000712275505,1.3608208894729614,True
48,PGD,pgd,horse,horse,deer,0.9999998807907104,1.0,-1.1920928955078125e-07,30.98604965209961,8.00000712275505,1.3848366737365723,True
49,PGD,pgd,frog,frog,bird,0.9926043748855591,1.0,-0.007395625114440918,9.931557655334473,8.00000712275505,1.32100248336792,True
50,PGD,pgd,truck,truck,frog,0.9999994039535522,1.0,-5.960464477539062e-07,25.606369018554688,8.00000712275505,1.4195479154586792,True
51,PGD,pgd,ship,ship,frog,0.9999988079071045,1.0,-1.1920928955078125e-06,26.005067825317383,8.00000712275505,1.377834677696228,True
52,PGD,pgd,airplane,airplane,bird,0.5708130598068237,1.0,-0.42918694019317627,10.707538604736328,8.00000712275505,1.3524807691574097,True
53,PGD,pgd,cat,cat,dog,0.9714118838310242,1.0,-0.02858811616897583,-2.15609073638916,8.00000712275505,1.3570021390914917,True
54,PGD,pgd,ship,ship,airplane,0.999994158744812,1.0,-5.841255187988281e-06,20.57884979248047,8.00000712275505,1.3363019227981567,True
55,PGD,pgd,ship,ship,bird,0.9999998807907104,1.0,-1.1920928955078125e-07,29.894046783447266,8.00000712275505,1.3365377187728882,True
56,PGD,pgd,horse,horse,cat,0.9988850951194763,1.0,-0.0011149048805236816,15.398908615112305,8.00000712275505,1.452177882194519,True
60,PGD,pgd,horse,horse,cat,0.9999990463256836,1.0,-9.5367431640625e-07,28.46712303161621,8.00000712275505,1.4093170166015625,True
61,PGD,pgd,cat,cat,dog,0.7017679810523987,1.0,-0.2982320189476013,-3.34773588180542,8.00000712275505,1.3613189458847046,True
62,PGD,pgd,frog,frog,cat,0.9997630715370178,1.0,-0.00023692846298217773,17.01594352722168,8.00000712275505,1.3171402215957642,True
63,PGD,pgd,cat,cat,dog,0.9893640279769897,1.0,-0.010635972023010254,2.431549072265625,8.00000712275505,1.3512294292449951,True
64,PGD,pgd,frog,frog,dog,0.9998853206634521,1.0,-0.00011467933654785156,20.98125457763672,8.00000712275505,1.3651517629623413,True
65,PGD,pgd,bird,bird,deer,0.9998016953468323,1.0,-0.0001983046531677246,9.722956657409668,8.00000712275505,1.3877739906311035,True
67,PGD,pgd,bird,bird,frog,0.999970555305481,1.0,-2.944469451904297e-05,12.961132049560547,8.00000712275505,1.4473204612731934,True
69,PGD,pgd,horse,horse,deer,0.9985835552215576,1.0,-0.0014164447784423828,13.71603775024414,8.00000712275505,1.3455421924591064,True
70,PGD,pgd,bird,bird,deer,0.9460985064506531,1.0,-0.053901493549346924,5.335935115814209,8.00000712275505,1.2676142454147339,True
71,PGD,pgd,frog,frog,cat,0.9999995231628418,1.0,-4.76837158203125e-07,27.906587600708008,8.00000712275505,1.3333568572998047,True
72,PGD,pgd,ship,ship,bird,0.9999985694885254,1.0,-1.430511474609375e-06,27.643917083740234,8.00000712275505,1.354073166847229,True
73,PGD,pgd,ship,ship,bird,0.9999985694885254,1.0,-1.430511474609375e-06,24.55624771118164,8.00000712275505,1.3354953527450562,True
74,PGD,pgd,airplane,airplane,ship,0.7581760287284851,1.0,-0.2418239712715149,1.6111178398132324,8.00000712275505,1.3587453365325928,True
75,PGD,pgd,bird,bird,dog,1.0,1.0,0.0,27.704666137695312,8.00000712275505,1.3562517166137695,True
76,PGD,pgd,truck,truck,airplane,0.9999016523361206,1.0,-9.834766387939453e-05,20.326650619506836,8.00000712275505,1.3783674240112305,True
77,PGD,pgd,cat,cat,dog,0.9997979998588562,1.0,-0.00020200014114379883,6.154022216796875,8.00000712275505,1.3229901790618896,True
78,PGD,pgd,cat,cat,dog,0.7231461405754089,1.0,-0.27685385942459106,-1.4126758575439453,8.00000712275505,1.3168556690216064,True
79,PGD,pgd,ship,ship,airplane,0.9999986886978149,1.0,-1.3113021850585938e-06,20.49176597595215,8.00000712275505,1.2154864072799683,True
80,PGD,pgd,ship,ship,frog,1.0,1.0,0.0,26.012025833129883,8.00000712275505,1.3647671937942505,True
81,PGD,pgd,automobile,automobile,truck,0.9987309575080872,1.0,-0.0012690424919128418,5.549008369445801,8.00000712275505,1.3919658660888672,True
82,PGD,pgd,automobile,automobile,truck,0.9999998807907104,1.0,-1.1920928955078125e-07,12.759672164916992,8.00000712275505,1.38096284866333,True
83,PGD,pgd,horse,horse,cat,0.9995291233062744,1.0,-0.00047087669372558594,19.282360076904297,8.00000712275505,1.3960644006729126,True
84,PGD,pgd,bird,bird,cat,0.9999257326126099,1.0,-7.426738739013672e-05,14.058710098266602,8.00000712275505,1.2951768636703491,True
85,PGD,pgd,dog,dog,truck,0.8165596723556519,1.0,-0.18344032764434814,17.09746742248535,8.00000712275505,1.3645288944244385,True
86,PGD,pgd,bird,bird,cat,0.4849996864795685,1.0,-0.5150003135204315,8.10997200012207,8.00000712275505,1.3585612773895264,True
87,PGD,pgd,horse,horse,cat,0.7873499989509583,1.0,-0.21265000104904175,11.056209564208984,8.00000712275505,1.3016396760940552,True
88,PGD,pgd,ship,ship,truck,0.9999997615814209,1.0,-2.384185791015625e-07,18.108266830444336,8.00000712275505,1.4011509418487549,True
89,PGD,pgd,truck,truck,automobile,0.9999974966049194,1.0,-2.5033950805664062e-06,10.043963432312012,8.00000712275505,1.4120678901672363,True
90,PGD,pgd,airplane,airplane,ship,0.9999997615814209,1.0,-2.384185791015625e-07,11.95097541809082,8.00000712275505,1.375120997428894,True
91,PGD,pgd,cat,cat,frog,0.9092074632644653,1.0,-0.09079253673553467,7.702604293823242,8.00000712275505,1.3518834114074707,True
92,PGD,pgd,ship,ship,truck,0.9999920129776001,1.0,-7.987022399902344e-06,13.148059844970703,8.00000712275505,1.3900278806686401,True
